"category","answerable","builtStatus","expectedTool","question","note"
"how-to-product-knowledge","now","na","product-knowledge","Why can't I drill a scenario number down to a transaction?","Creating-scenarios guide: scenarios are about shape, not source tracing"
"how-to-product-knowledge","now","na","product-knowledge","What levers can I pull in a scenario?","Creating-scenarios guide: Revenue/Personnel/Expense/Direct cost/AR DSO/AP DPO"
"how-to-product-knowledge","now","na","product-knowledge","How granular can a scenario time window be?","Creating-scenarios guide: monthly, Start + optional End"
"how-to-product-knowledge","now","na","product-knowledge","What's the difference between Scenario P&L and Scenario Dashboard?","Creating-scenarios guide: result vs compare/board view"
"how-to-product-knowledge","now","na","product-knowledge","How does the forecast roll forward when a month closes?","Updating-actuals guide: in-close becomes Actual, boundary advances"
"how-to-product-knowledge","now","na","product-knowledge","Why does the Dashboard revenue tile equal the P&L total revenue?","Getting-started guide: both read same data, statements tie out"
"how-to-product-knowledge","now","na","product-knowledge","Walk me through how a number is built from the bottom up.","Getting-started guide: source -> drivers -> statements -> metrics -> summaries"
"how-to-product-knowledge","now","na","product-knowledge","Which surfaces are reading surfaces vs working surfaces?","Reading-the-statements / getting-started: peek-vs-place classification"
"how-to-product-knowledge","now","na","product-knowledge","When I peek a line, how does Dogfood decide where Open full takes me?","Reading-the-statements guide: actual months peek register, forecast peek driver"
"how-to-product-knowledge","now","na","product-knowledge","Why is Gross Profit pane-only when I tap it?","Reading-the-statements guide: no register/driver, pane decomposes components"
"how-to-product-knowledge","now","na","product-knowledge","What are the two lanes Scout answers in?","Asking-Scout guide: numbers (query tools) vs how-tos (guides)"
"how-to-product-knowledge","now","na","product-knowledge","Can Scout walk a drilldown both up and down?","Asking-Scout guide: walks any chain either direction"
"how-to-product-knowledge","now","na","product-knowledge","Does Scout do its own math?","Asking-Scout guide: Scout never estimates, reports query results"
"how-to-product-knowledge","now","na","product-knowledge","What does the runway strip on the Cash Flow show?","Reading-the-statements guide: cash on hand, net burn TTM, runway months"
"how-to-product-knowledge","now","na","product-knowledge","Why does the Balance Sheet always balance?","Reading-the-statements guide: assets = liabilities + equity by construction"
"how-to-product-knowledge","now","na","product-knowledge","What does Bearing's revenue mix look like â€” sub vs services?","Guides state ~85% subscription / 15% services FY26"
"how-to-product-knowledge","now","na","product-knowledge","Where do I see Budget vs Actual variance â€” is there a variance module?","Budgets guide: variance is the P&L columns, not a separate module"
"how-to-product-knowledge","now","na","product-knowledge","How does the P&L's monthly view reconcile to the FY column?","Reading-the-statements guide: each line's Total reconciles to FY Forecast"
"how-to-product-knowledge","now","na","product-knowledge","What guides are available and what do they cover?","Getting-started guide lists the other five guides"
"how-to-product-knowledge","now","na","product-knowledge","Does a scenario ever change closed actuals?","Creating-scenarios guide: actuals shared and immutable, only forecast branches"
"how-to-product-knowledge","now","na","product-knowledge","How do I import a trial balance by hand?","Updating-actuals guide: Setup > Data Import CSV/XLSX templates incl trial balance"
"how-to-product-knowledge","now","na","product-knowledge","What's the one live integration Dogfood has?","Updating-actuals guide: live ERP connection is the only live integration"
"how-to-product-knowledge","now","na","product-knowledge","How do I read the Departmental P&L and what's it for?","Budgets guide mentions functional metrics reassembly; CLAUDE.md detail; guide covers function tag"
"how-to-product-knowledge","now","na","product-knowledge","What does 'in close' mean for June's numbers â€” can I trust them?","Updating-actuals guide: treat in-close as provisional until close finishes"
"how-to-product-knowledge","now","na","product-knowledge","Is the close boundary hardcoded or can it change?","Updating-actuals guide: boundary is config in Settings, not hardcoded"
"how-to-product-knowledge","gap","na","product-knowledge","How do I export the Board Package to send to investors?","No guide covers Board Package export/sharing flow; Board Package not built"
"how-to-product-knowledge","gap","na","product-knowledge","What keyboard shortcuts can I use to navigate Dogfood faster?","No guide documents keyboard shortcuts"
"how-to-product-knowledge","gap","na","product-knowledge","How do I handle a customer that invoices in euros â€” does Dogfood do multi-currency?","FX template mentioned but no guide explains multi-currency handling flow"
"how-to-product-knowledge","gap","na","product-knowledge","How do I add another user and set their permissions?","Single-tenant trusted auth, no login; no guide on user/role management"
"how-to-product-knowledge","decline","na","decline","How do I run the month-end close in Dogfood?","Updating-actuals guide: Dogfood does not run the close; the ERP does"
"how-to-product-knowledge","decline","na","decline","How do I post a journal entry to fix this account?","Updating-actuals guide: Dogfood does not post JEs or reconcile; ERP's job"
"how-to-product-knowledge","decline","na","decline","Where do I manage our cap table and option pool in Dogfood?","Cap table is explicitly out of scope (Carta's job); no guide covers it"
"out-of-scope-decline","decline","na","decline","What's our fully diluted cap table look like after the Series B?","cap table is Carta's job, out of scope"
"out-of-scope-decline","decline","na","decline","How much of the company does Chris still own?","equity ownership / cap table, out of scope"
"out-of-scope-decline","decline","na","decline","Can you model the dilution if we raise a $30M Series C at a $200M pre?","cap table modeling, Carta territory"
"out-of-scope-decline","decline","na","decline","What's the current option pool and how much is left to grant?","cap table / option pool, out of scope"
"out-of-scope-decline","decline","na","decline","Show me the preferred vs common split on the balance sheet equity section.","equity split deferred/out of scope; cap-table-adjacent"
"out-of-scope-decline","decline","na","decline","What would each investor's payout be in a $300M acquisition with the liquidation preferences?","cap table waterfall, Carta's job"
"out-of-scope-decline","decline","na","decline","How many shares does our VP of Sales have vesting next quarter?","cap table / personal equity, out of scope"
"out-of-scope-decline","decline","na","decline","What's our 409A valuation right now?","valuation / cap table service, out of scope"
"out-of-scope-decline","decline","na","decline","Close the books for May and post the final entries.","running the close is the ERP's job; Dogfood reads a clean close"
"out-of-scope-decline","decline","na","decline","Can you post a journal entry to accrue the December bonuses?","posting JEs is the ERP's job, out of scope"
"out-of-scope-decline","decline","na","decline","Reconcile our operating bank account to the GL cash balance.","reconciling the ledger is the ERP's job, out of scope"
"out-of-scope-decline","decline","na","decline","Book the depreciation entry for the new laptops we bought in June.","posting JEs is the ERP's job, out of scope"
"out-of-scope-decline","decline","na","decline","Adjust the GL to move the AWS spend from IT to Cost of Revenue.","writing to the GL is the ERP's job; Dogfood reads actuals"
"out-of-scope-decline","decline","na","decline","Run the close checklist and tell me which tasks are still open.","the close process is the ERP's job, out of scope"
"out-of-scope-decline","decline","na","decline","Reverse the prepaid amortization entry from last month.","posting/reversing JEs is the ERP's job"
"out-of-scope-decline","decline","na","decline","Tie out the AP subledger to the trial balance and fix any breaks.","subledger ops / reconciling is the ERP's job; Dogfood reads a clean close"
"out-of-scope-decline","decline","na","decline","Can you write off the bad debt for the customer that went under?","posting JEs / AR ops is the ERP's job"
"out-of-scope-decline","decline","na","decline","Approve the open vendor invoices in the AP queue.","AP subledger operations, the ERP's job"
"out-of-scope-decline","decline","na","decline","What's our effective federal tax rate and how do we lower it?","tax advice, out of scope - refer to accountant"
"out-of-scope-decline","decline","na","decline","Should we elect S-corp status to save on taxes?","tax/legal advice, out of scope"
"out-of-scope-decline","decline","na","decline","How much R&D tax credit can we claim for FY26?","tax advice, out of scope - refer to tax preparer"
"out-of-scope-decline","decline","na","decline","Draft the indemnification clause for our next customer MSA.","legal advice/drafting, out of scope"
"out-of-scope-decline","decline","na","decline","Are we compliant with ASC 606 enough to pass an audit, legally speaking?","legal/audit opinion, out of scope - refer to auditor"
"out-of-scope-decline","decline","na","decline","What's the sales tax nexus situation if we sell into California and Texas?","tax advice, out of scope"
"out-of-scope-decline","decline","na","decline","Can you file our quarterly estimated taxes?","tax filing, out of scope - the ERP/accountant's job"
"out-of-scope-decline","decline","na","decline","What's Numeric's ARR and how does our growth compare to theirs?","competitor / external data, no source - out of scope"
"out-of-scope-decline","decline","na","decline","How does our NRR stack up against the median Series B SaaS company?","external benchmark data, no source - out of scope"
"out-of-scope-decline","decline","na","decline","What multiple are AI-native FP&A startups trading at right now?","external market data, no source - out of scope"
"out-of-scope-decline","decline","na","decline","Did Campfire just raise a round? How big was it?","competitor / external news, out of scope"
"out-of-scope-decline","decline","na","decline","What's the current SOFR rate so I can check our interest assumptions?","external market/macro data, no source - out of scope"
"out-of-scope-decline","decline","na","decline","How are public SaaS comps performing this quarter vs us?","external market data, no source - out of scope"
"out-of-scope-decline","decline","na","decline","What's Anthropic charging for tokens these days, and is that in our COGS?","external pricing data, no source; only our booked spend is in the seed"
"out-of-scope-decline","decline","na","decline","What's the going CAC payback benchmark for fintech startups so I know if ours is good?","external benchmark, no source - out of scope (our own CAC is via getMetric)"
"out-of-scope-decline","decline","na","decline","Project our revenue out to FY28.","beyond the Dec 2026 seed horizon, out of scope"
"out-of-scope-decline","decline","na","decline","What will our ARR be by the end of 2027?","beyond Dec 2026 horizon, out of scope"
"out-of-scope-decline","decline","na","decline","Show me the 2024 actuals from before this dataset started.","the seed covers 36 months ending Dec 2026; Jan 2024 is the start - pre-2024 is out of range"
"out-of-scope-decline","decline","na","decline","When do we run out of cash if the forecast extends through 2030?","beyond Dec 2026 seed horizon; runway metric IS available within horizon"
"out-of-scope-decline","decline","na","decline","What's our headcount plan for January 2028?","beyond Dec 2026 horizon, out of scope"
"out-of-scope-decline","decline","na","decline","Can you pull the founders' personal credit scores for the loan application?","PII beyond the demo, out of scope"
"out-of-scope-decline","decline","na","decline","What's everyone's home address in the staff register so I can mail holiday cards?","PII beyond the demo, out of scope"
"out-of-scope-decline","decline","na","decline","Set up a recurring wire to pay our AWS bill automatically.","payment operations, out of scope - Dogfood reads, doesn't transact"
"out-of-scope-decline","decline","na","decline","Email the board deck to all our investors when it's ready.","in-app only, no external send; out of scope"
"out-of-scope-decline","decline","na","decline","Negotiate a lower rate with our Datadog rep for me.","action in the world, out of scope"
"out-of-scope-decline","decline","na","decline","What's the weather going to be for our offsite in Tahoe next week?","unrelated to FP&A, out of scope"
"out-of-scope-decline","decline","na","decline","Recommend a good fractional CFO firm we could hire.","out of scope - not an FP&A data question Scout can ground"
"out-of-scope-decline","decline","na","decline","How much would our stock be worth if we IPO'd at a $2B valuation?","cap table + external valuation, out of scope"
"out-of-scope-decline","decline","na","decline","Post the revenue recognition true-up entry for the Q2 contracts.","posting JEs is the ERP's job; Dogfood reads recognized revenue"
"out-of-scope-decline","decline","na","decline","Lock the GL so accounting can't make changes after I review.","GL/close administration is the ERP's job, out of scope"
"out-of-scope-decline","decline","na","decline","Is it legal to recognize all of an annual contract upfront if the customer prepaid?","legal/accounting opinion, out of scope - refer to auditor (606 mechanics shown, advice declined)"
"out-of-scope-decline","decline","na","decline","What are interest rates expected to do over the next year and how should we invest our cash?","external macro data + investment advice, out of scope"
"ambiguous-multitool","ambiguous","wired","getMetric","How's our runway looking?","wrong-tool risk: getCashFlow or getDashboard instead of getMetric runway"
"ambiguous-multitool","ambiguous","wired","getBalanceSheet","What's our deferred revenue balance right now?","wrong-tool risk: getContracts deferred waterfall vs getBalanceSheet liability line"
"ambiguous-multitool","ambiguous","wired","getContracts","Walk me through the deferred revenue waterfall.","wrong-tool risk: getBalanceSheet instead of getContracts schedules view"
"ambiguous-multitool","ambiguous","wired","getMetric","What's our ARR?","wrong-tool risk: getCustomers (book sum) vs getMetric arr_mrr"
"ambiguous-multitool","ambiguous","wired","getCustomers","Break down ARR by customer segment.","wrong-tool risk: getMetric arr_mrr instead of getCustomers"
"ambiguous-multitool","ambiguous","wired","getPnL","Show me the P&L.","wrong-tool risk: getMonthlyPnL if it reads 'show me' as monthly"
"ambiguous-multitool","now","wired","getMonthlyPnL","Which month did we lose the most money this year?","month-resolution explicitly needs getMonthlyPnL not getPnL"
"ambiguous-multitool","ambiguous","wired","getContracts","How much did we book in May?","wrong-tool risk: getBookingsHistory (YoY/TTM) vs getContracts single-month"
"ambiguous-multitool","now","wired","getBookingsHistory","How do bookings this year compare to last year?","YoY framing correctly routes to getBookingsHistory"
"ambiguous-multitool","ambiguous","wired","getMetric","What's our logo churn rate?","wrong-tool risk: getCustomers churned-logos count vs getMetric logo_retention rate"
"ambiguous-multitool","ambiguous","wired","getCustomers","Which customers churned this year?","wrong-tool risk: getMetric logo_retention rate vs getCustomers named list"
"ambiguous-multitool","now","wired","getMetric + explainVariance","Compare gross margin to last year and explain what moved it.","genuine multi-tool chain; metric then variance explain"
"ambiguous-multitool","now","wired","getMetric","What's our net burn and how many months of runway does that leave us?","multi-call to getMetric for net_burn and runway"
"ambiguous-multitool","now","wired","getCashFlow + getMetric","Pull our cash position and tell me how long it lasts at the current burn.","chain getCashFlow/getBalanceSheet cash with getMetric runway"
"ambiguous-multitool","now","wired","getMetric","What's our Rule of 40 and is it driven by growth or margin?","rule_of_40 plus revenue_growth and operating margin components"
"ambiguous-multitool","ambiguous","wired","getMetric","Give me NRR and break it into expansion, contraction, and churn.","wrong-tool risk: getNrr (composed-not-wired) vs getMetric nrr; bridge detail may need getCustomers"
"ambiguous-multitool","ambiguous","wired","getMetric","What's our gross retention?","wrong-tool risk: getGrr is composed-not-wired; only getMetric grr lane answers"
"ambiguous-multitool","gap","none","getPipeline","How's the pipeline looking for Q3 coverage?","gap: no getPipeline / getPipelineCoverage tool wired"
"ambiguous-multitool","gap","none","listRenewals","What renewals are coming up in the next 90 days?","gap: Renewals register not wired as a Scout tool"
"ambiguous-multitool","gap","none","getHeadcount","What's our headcount by department?","gap: no getHeadcount tool though utilization metric is wired"
"ambiguous-multitool","gap","none","getRevenueForecast","Show me revenue forecast by stream for the back half of the year.","gap: Revenue Forecast driver has no Scout tool; getMonthlyPnL shows P&L not driver"
"ambiguous-multitool","ambiguous","wired","getMetric","What's our utilization rate this quarter?","wrong-tool risk: implies Projects register (no listProjects tool); utilization metric IS wired"
"ambiguous-multitool","ambiguous","wired","getPnL","How profitable is our services line versus subscription?","wrong-tool risk: cost-of-revenue-by-stream driver unbuilt; getPnL gives revenue split only"
"ambiguous-multitool","now","wired","getMonthlyPnL + explainVariance","What drove the gross margin change from Q1 to Q2?","multi-tool chain over monthly P&L and explainVariance"
"ambiguous-multitool","ambiguous","wired","getCustomer","Tell me about our biggest customer.","wrong-tool risk: needs getCustomers to rank then getCustomer to detail"
"ambiguous-multitool","now","wired","getCustomers","Who are our top 5 accounts by ARR?","ranked register query routes to getCustomers"
"ambiguous-multitool","ambiguous","wired","getMetric","What's our net income for FY26 and how does it reconcile to non-GAAP?","wrong-tool risk: non-GAAP reconciliation lane vs plain getMetric net_income / getPnL"
"ambiguous-multitool","now","wired","getCashFlow","Show me the cash flow and where the burn is going.","getCashFlow; burn drivers stay within statement, no driver tool needed"
"ambiguous-multitool","ambiguous","wired","getMonthlyPnL","Compare this month's revenue to budget.","wrong-tool risk: getPnL (annual budget col) vs getMonthlyPnL for the month"
"ambiguous-multitool","ambiguous","wired","getMetric","What's our CAC?","wrong-tool risk: implies S&M-from-P&L derivation; cac_payback metric IS wired"
"ambiguous-multitool","now","wired","getMetric","What's our LTV to CAC ratio and is it healthy?","ltv_cac metric plus product-knowledge for the 3-5x band"
"ambiguous-multitool","ambiguous","wired","getBookingsHistory","How much ARR did we add from expansions versus new logos this year?","wrong-tool risk: getContracts bookings view (single period) vs getBookingsHistory TTM"
"ambiguous-multitool","now","wired","getMonthlyPnL","Show me operating income trend by month.","monthly trend correctly needs getMonthlyPnL"
"ambiguous-multitool","ambiguous","wired","getMetric","What's our operating margin for the year?","wrong-tool risk: getPnL operating margin line vs getMetric"
"ambiguous-multitool","now","wired","explainVariance","Explain the variance in S&M spend versus plan.","explainVariance over the S&M P&L line"
"ambiguous-multitool","now","wired","getDashboard","How are we tracking on the dashboard overall?","broad cockpit ask routes to getDashboard"
"ambiguous-multitool","ambiguous","wired","explainTile","Why is the magic number tile what it is?","wrong-tool risk: getMetric magic_number vs explainTile for the tile lineage"
"ambiguous-multitool","now","wired","getContracts","Pull contracted revenue and tell me what's still backlog versus recognized.","RPO/backlog wedge lives in getContracts bridge"
"ambiguous-multitool","now","wired","getBalanceSheet","What's the balance sheet say about our ROU asset and lease liability?","lease lines are on getBalanceSheet"
"ambiguous-multitool","now","wired","getMetric + getPnL","Show me revenue growth and break it into subscription versus services.","multi-tool: revenue_growth metric then P&L stream split"
"ambiguous-multitool","gap","none","getArForecast","What's our DSO and how is it affecting cash?","gap: AR Forecast driver (DSO) has no Scout tool"
"ambiguous-multitool","gap","stub","setDriver","Model what happens to runway if we cut S&M by 20%.","gap: scenarios engine is a stub; setDriver/compareScenarios not wired"
"ambiguous-multitool","gap","none","lockBudget","Lock the current forecast as our FY26 budget.","gap: no lockBudget tool wired"
"ambiguous-multitool","gap","none","addFluxNote","Add a flux note on the AWS bill spike in May.","gap: flux-note write path designed-not-built"
"ambiguous-multitool","ambiguous","wired","listExpenseTransactions","Show me the Anthropic vendor spend this year.","wrong-tool risk: no dedicated vendor tool; register filter handles it but may misroute to getPnL"
"ambiguous-multitool","now","wired","getMonthlyPnL","Compare net margin this quarter to the same quarter last year.","YoY quarter comparison via getMonthlyPnL; risk of getPnL annual"
"ambiguous-multitool","now","wired","getMetric","What's our burn multiple and what's the formula behind it?","burn_multiple metric carries the basis string"
"ambiguous-multitool","ambiguous","wired","getDashboard","Give me the headline numbers for the board meeting.","wrong-tool risk: Board Package unbuilt; getDashboard is the closest wired surface"
"ambiguous-multitool","now","wired","getMonthlyPnL + explainVariance","How did Q2 actuals come in against forecast across the P&L?","multi-tool quarter aggregation plus variance explain"
"ambiguous-multitool","now","wired","getMetric","What's our gross profit in dollars and as a percent?","gross_profit and gross_margin_pct; also on getPnL"
"ambiguous-multitool","ambiguous","wired","getCustomer","Tell me about the Helix AI account and whether their renewal is at risk.","wrong-tool risk: renewal-risk portion needs Renewals (unwired); getCustomer covers the account"
"ambiguous-multitool","ambiguous","wired","getCashFlow","What will our cash balance be at year end?","wrong-tool risk: getBalanceSheet ending cash vs getCashFlow forecast"
"ambiguous-multitool","decline","na","decline","Run the June close so the numbers update.","out of scope: Dogfood reads a clean close, does not run it"
"ambiguous-multitool","now","wired","getMetric + getCustomers","How many net new logos did we add this quarter and what did each cost us?","multi-tool: getCustomers new logos plus getMetric cac_payback"
"ambiguous-multitool","gap","none","getPersonnelForecast","Show me total payroll by department.","gap: Personnel driver and Total Payroll view have no Scout tool"
